RGB,R,G,B,Location,Frequency,NoteName
"(1.0, 0.8, 0.45)",1.0,0.8,0.45,26,246.94,B
"(1.0, 0.8, 0.5)",1.0,0.8,0.5,26,246.94,B
"(1.0, 0.8, 0.55)",1.0,0.8,0.55,26,246.94,B
"(1.0, 0.8, 0.6)",1.0,0.8,0.6,26,246.94,B
"(1.0, 0.8, 0.65)",1.0,0.8,0.65,26,246.94,B
"(1.0, 0.8, 0.7)",1.0,0.8,0.7,26,246.94,B
"(1.0, 0.8, 0.75)",1.0,0.8,0.75,26,246.94,B
"(1.0, 0.8, 0.8)",1.0,0.8,0.8,26,246.94,B
"(1.0, 0.85, 0.0)",1.0,0.85,0.0,27,261.63,C
"(1.0, 0.85, 0.05)",1.0,0.85,0.05,27,261.63,C
"(1.0, 0.85, 0.1)",1.0,0.85,0.1,27,261.63,C
"(1.0, 0.85, 0.15)",1.0,0.85,0.15,27,261.63,C
"(1.0, 0.85, 0.2)",1.0,0.85,0.2,27,261.63,C
"(1.0, 0.85, 0.25)",1.0,0.85,0.25,27,261.63,C
"(1.0, 0.85, 0.3)",1.0,0.85,0.3,27,261.63,C
"(1.0, 0.85, 0.35)",1.0,0.85,0.35,27,261.63,C
"(1.0, 0.85, 0.4)",1.0,0.85,0.4,27,261.63,C
"(1.0, 0.85, 0.45)",1.0,0.85,0.45,27,261.63,C
"(1.0, 0.85, 0.5)",1.0,0.85,0.5,27,261.63,C
"(1.0, 0.85, 0.55)",1.0,0.85,0.55,27,261.63,C
"(1.0, 0.85, 0.6)",1.0,0.85,0.6,27,261.63,C
"(1.0, 0.85, 0.65)",1.0,0.85,0.65,27,261.63,C
"(1.0, 0.85, 0.7)",1.0,0.85,0.7,27,261.63,C
"(1.0, 0.85, 0.75)",1.0,0.85,0.75,27,261.63,C
"(1.0, 0.85, 0.8)",1.0,0.85,0.8,27,261.63,C
"(1.0, 0.85, 0.85)",1.0,0.85,0.85,27,261.63,C
"(1.0, 0.9, 0.0)",1.0,0.9,0.0,28,277.18,C#/Db
"(1.0, 0.9, 0.05)",1.0,0.9,0.05,28,277.18,C#/Db
"(1.0, 0.9, 0.1)",1.0,0.9,0.1,28,277.18,C#/Db
"(1.0, 0.9, 0.15)",1.0,0.9,0.15,28,277.18,C#/Db
"(1.0, 0.9, 0.2)",1.0,0.9,0.2,28,277.18,C#/Db
"(1.0, 0.9, 0.25)",1.0,0.9,0.25,28,277.18,C#/Db
"(1.0, 0.9, 0.3)",1.0,0.9,0.3,28,277.18,C#/Db
"(1.0, 0.9, 0.35)",1.0,0.9,0.35,28,277.18,C#/Db
"(1.0, 0.9, 0.4)",1.0,0.9,0.4,28,277.18,C#/Db
"(1.0, 0.9, 0.45)",1.0,0.9,0.45,28,277.18,C#/Db
"(1.0, 0.9, 0.5)",1.0,0.9,0.5,28,277.18,C#/Db
"(1.0, 0.9, 0.55)",1.0,0.9,0.55,28,277.18,C#/Db
"(1.0, 0.9, 0.6)",1.0,0.9,0.6,28,277.18,C#/Db
"(1.0, 0.9, 0.65)",1.0,0.9,0.65,28,277.18,C#/Db
"(1.0, 0.9, 0.7)",1.0,0.9,0.7,28,277.18,C#/Db
"(1.0, 0.9, 0.75)",1.0,0.9,0.75,28,277.18,C#/Db
"(1.0, 0.9, 0.8)",1.0,0.9,0.8,28,277.18,C#/Db
"(1.0, 0.9, 0.85)",1.0,0.9,0.85,28,277.18,C#/Db
"(1.0, 0.9, 0.9)",1.0,0.9,0.9,28,277.18,C#/Db
"(1.0, 0.95, 0.0)",1.0,0.95,0.0,29,293.66,D
"(1.0, 0.95, 0.05)",1.0,0.95,0.05,29,293.66,D
"(1.0, 0.95, 0.1)",1.0,0.95,0.1,29,293.66,D
"(1.0, 0.95, 0.15)",1.0,0.95,0.15,29,293.66,D
"(1.0, 0.95, 0.2)",1.0,0.95,0.2,29,293.66,D
"(1.0, 0.95, 0.25)",1.0,0.95,0.25,29,293.66,D
"(1.0, 0.95, 0.3)",1.0,0.95,0.3,29,293.66,D
"(1.0, 0.95, 0.35)",1.0,0.95,0.35,29,293.66,D
"(1.0, 0.95, 0.4)",1.0,0.95,0.4,29,293.66,D
"(1.0, 0.95, 0.45)",1.0,0.95,0.45,29,293.66,D
"(1.0, 0.95, 0.5)",1.0,0.95,0.5,29,293.66,D
"(1.0, 0.95, 0.55)",1.0,0.95,0.55,29,293.66,D
"(1.0, 0.95, 0.6)",1.0,0.95,0.6,29,293.66,D
"(1.0, 0.95, 0.65)",1.0,0.95,0.65,29,293.66,D
"(1.0, 0.95, 0.7)",1.0,0.95,0.7,29,293.66,D
"(1.0, 0.95, 0.75)",1.0,0.95,0.75,29,293.66,D
"(1.0, 0.95, 0.8)",1.0,0.95,0.8,29,293.66,D
"(1.0, 0.95, 0.85)",1.0,0.95,0.85,29,293.66,D
"(1.0, 0.95, 0.9)",1.0,0.95,0.9,29,293.66,D
"(1.0, 0.95, 0.95)",1.0,0.95,0.95,29,293.66,D
"(1.0, 1.0, 0.0)",1.0,1.0,0.0,29,293.66,D
"(1.0, 1.0, 0.05)",1.0,1.0,0.05,29,293.66,D
"(1.0, 1.0, 0.1)",1.0,1.0,0.1,29,293.66,D
"(1.0, 1.0, 0.15)",1.0,1.0,0.15,29,293.66,D
"(1.0, 1.0, 0.2)",1.0,1.0,0.2,29,293.66,D
"(1.0, 1.0, 0.25)",1.0,1.0,0.25,29,293.66,D
"(1.0, 1.0, 0.3)",1.0,1.0,0.3,29,293.66,D
"(1.0, 1.0, 0.35)",1.0,1.0,0.35,29,293.66,D
"(1.0, 1.0, 0.4)",1.0,1.0,0.4,29,293.66,D
"(1.0, 1.0, 0.45)",1.0,1.0,0.45,29,293.66,D
"(1.0, 1.0, 0.5)",1.0,1.0,0.5,29,293.66,D
"(1.0, 1.0, 0.55)",1.0,1.0,0.55,29,293.66,D
"(1.0, 1.0, 0.6)",1.0,1.0,0.6,29,293.66,D
"(1.0, 1.0, 0.65)",1.0,1.0,0.65,29,293.66,D
"(1.0, 1.0, 0.7)",1.0,1.0,0.7,29,293.66,D
"(1.0, 1.0, 0.75)",1.0,1.0,0.75,29,293.66,D
"(1.0, 1.0, 0.8)",1.0,1.0,0.8,29,293.66,D
"(1.0, 1.0, 0.85)",1.0,1.0,0.85,29,293.66,D
"(1.0, 1.0, 0.9)",1.0,1.0,0.9,29,293.66,D
"(1.0, 1.0, 0.95)",1.0,1.0,0.95,29,293.66,D
"(1.0, 1.0, 1.0)",1.0,1.0,1.0,29,293.66,D
"(0.95, 1.0, 0.0)",0.95,1.0,0.0,30,311.13,D#/Eb
"(0.95, 1.0, 0.05)",0.95,1.0,0.05,30,311.13,D#/Eb
"(0.95, 1.0, 0.1)",0.95,1.0,0.1,30,311.13,D#/Eb
"(0.95, 1.0, 0.15)",0.95,1.0,0.15,30,311.13,D#/Eb
"(0.95, 1.0, 0.2)",0.95,1.0,0.2,30,311.13,D#/Eb
"(0.95, 1.0, 0.25)",0.95,1.0,0.25,30,311.13,D#/Eb
"(0.95, 1.0, 0.3)",0.95,1.0,0.3,30,311.13,D#/Eb
"(0.95, 1.0, 0.35)",0.95,1.0,0.35,30,311.13,D#/Eb
"(0.95, 1.0, 0.4)",0.95,1.0,0.4,30,311.13,D#/Eb
"(0.95, 1.0, 0.45)",0.95,1.0,0.45,30,311.13,D#/Eb
"(0.95, 1.0, 0.5)",0.95,1.0,0.5,30,311.13,D#/Eb
"(0.95, 1.0, 0.55)",0.95,1.0,0.55,30,311.13,D#/Eb
"(0.95, 1.0, 0.6)",0.95,1.0,0.6,30,311.13,D#/Eb
"(0.95, 1.0, 0.65)",0.95,1.0,0.65,30,311.13,D#/Eb
"(0.95, 1.0, 0.7)",0.95,1.0,0.7,30,311.13,D#/Eb
"(0.95, 1.0, 0.75)",0.95,1.0,0.75,30,311.13,D#/Eb
"(0.95, 1.0, 0.8)",0.95,1.0,0.8,30,311.13,D#/Eb
"(0.95, 1.0, 0.85)",0.95,1.0,0.85,30,311.13,D#/Eb
"(0.95, 1.0, 0.9)",0.95,1.0,0.9,30,311.13,D#/Eb
"(0.9, 1.0, 0.0)",0.9,1.0,0.0,31,329.63,E
"(0.9, 1.0, 0.05)",0.9,1.0,0.05,31,329.63,E
"(0.9, 1.0, 0.1)",0.9,1.0,0.1,31,329.63,E
"(0.9, 1.0, 0.15)",0.9,1.0,0.15,31,329.63,E
"(0.9, 1.0, 0.2)",0.9,1.0,0.2,31,329.63,E
"(0.9, 1.0, 0.25)",0.9,1.0,0.25,31,329.63,E
"(0.9, 1.0, 0.3)",0.9,1.0,0.3,31,329.63,E
"(0.9, 1.0, 0.35)",0.9,1.0,0.35,31,329.63,E
"(0.9, 1.0, 0.4)",0.9,1.0,0.4,31,329.63,E
"(0.9, 1.0, 0.45)",0.9,1.0,0.45,31,329.63,E
"(0.9, 1.0, 0.5)",0.9,1.0,0.5,31,329.63,E
"(0.9, 1.0, 0.55)",0.9,1.0,0.55,31,329.63,E
"(0.9, 1.0, 0.6)",0.9,1.0,0.6,31,329.63,E
"(0.9, 1.0, 0.65)",0.9,1.0,0.65,31,329.63,E
"(0.9, 1.0, 0.7)",0.9,1.0,0.7,31,329.63,E
"(0.9, 1.0, 0.75)",0.9,1.0,0.75,31,329.63,E
"(0.9, 1.0, 0.8)",0.9,1.0,0.8,31,329.63,E
"(0.9, 1.0, 0.85)",0.9,1.0,0.85,31,329.63,E
"(0.8, 1.0, 0.0)",0.8,1.0,0.0,32,349.23,F
"(0.8, 1.0, 0.05)",0.8,1.0,0.05,32,349.23,F
"(0.8, 1.0, 0.1)",0.8,1.0,0.1,32,349.23,F
"(0.8, 1.0, 0.15)",0.8,1.0,0.15,32,349.23,F
"(0.8, 1.0, 0.2)",0.8,1.0,0.2,32,349.23,F
"(0.8, 1.0, 0.25)",0.8,1.0,0.25,32,349.23,F
"(0.8, 1.0, 0.3)",0.8,1.0,0.3,32,349.23,F
"(0.8, 1.0, 0.35)",0.8,1.0,0.35,32,349.23,F
"(0.8, 1.0, 0.4)",0.8,1.0,0.4,32,349.23,F
"(0.8, 1.0, 0.45)",0.8,1.0,0.45,32,349.23,F
"(0.8, 1.0, 0.5)",0.8,1.0,0.5,32,349.23,F
"(0.8, 1.0, 0.55)",0.8,1.0,0.55,32,349.23,F
"(0.8, 1.0, 0.6)",0.8,1.0,0.6,32,349.23,F
"(0.8, 1.0, 0.65)",0.8,1.0,0.65,32,349.23,F
"(0.8, 1.0, 0.7)",0.8,1.0,0.7,32,349.23,F
"(0.8, 1.0, 0.75)",0.8,1.0,0.75,32,349.23,F
"(0.85, 1.0, 0.0)",0.85,1.0,0.0,32,349.23,F
"(0.85, 1.0, 0.05)",0.85,1.0,0.05,32,349.23,F
"(0.85, 1.0, 0.1)",0.85,1.0,0.1,32,349.23,F
"(0.85, 1.0, 0.15)",0.85,1.0,0.15,32,349.23,F
"(0.85, 1.0, 0.2)",0.85,1.0,0.2,32,349.23,F
"(0.85, 1.0, 0.25)",0.85,1.0,0.25,32,349.23,F
"(0.85, 1.0, 0.3)",0.85,1.0,0.3,32,349.23,F
"(0.85, 1.0, 0.35)",0.85,1.0,0.35,32,349.23,F
"(0.85, 1.0, 0.4)",0.85,1.0,0.4,32,349.23,F
"(0.85, 1.0, 0.45)",0.85,1.0,0.45,32,349.23,F
"(0.85, 1.0, 0.5)",0.85,1.0,0.5,32,349.23,F
"(0.85, 1.0, 0.55)",0.85,1.0,0.55,32,349.23,F
"(0.85, 1.0, 0.6)",0.85,1.0,0.6,32,349.23,F
"(0.85, 1.0, 0.65)",0.85,1.0,0.65,32,349.23,F
"(0.85, 1.0, 0.7)",0.85,1.0,0.7,32,349.23,F
"(0.85, 1.0, 0.75)",0.85,1.0,0.75,32,349.23,F
"(0.85, 1.0, 0.8)",0.85,1.0,0.8,32,349.23,F
"(0.75, 1.0, 0.0)",0.75,1.0,0.0,33,369.99,F#/Gb
"(0.75, 1.0, 0.05)",0.75,1.0,0.05,33,369.99,F#/Gb
"(0.75, 1.0, 0.1)",0.75,1.0,0.1,33,369.99,F#/Gb
"(0.75, 1.0, 0.15)",0.75,1.0,0.15,33,369.99,F#/Gb
"(0.75, 1.0, 0.2)",0.75,1.0,0.2,33,369.99,F#/Gb
"(0.75, 1.0, 0.25)",0.75,1.0,0.25,33,369.99,F#/Gb
"(0.75, 1.0, 0.3)",0.75,1.0,0.3,33,369.99,F#/Gb
"(0.75, 1.0, 0.35)",0.75,1.0,0.35,33,369.99,F#/Gb
"(0.75, 1.0, 0.4)",0.75,1.0,0.4,33,369.99,F#/Gb
"(0.75, 1.0, 0.45)",0.75,1.0,0.45,33,369.99,F#/Gb
"(0.75, 1.0, 0.5)",0.75,1.0,0.5,33,369.99,F#/Gb
"(0.75, 1.0, 0.55)",0.75,1.0,0.55,33,369.99,F#/Gb
"(0.75, 1.0, 0.6)",0.75,1.0,0.6,33,369.99,F#/Gb
"(0.75, 1.0, 0.65)",0.75,1.0,0.65,33,369.99,F#/Gb
"(0.75, 1.0, 0.7)",0.75,1.0,0.7,33,369.99,F#/Gb
"(0.65, 1.0, 0.0)",0.65,1.0,0.0,34,392.0,G
"(0.65, 1.0, 0.05)",0.65,1.0,0.05,34,392.0,G
"(0.65, 1.0, 0.1)",0.65,1.0,0.1,34,392.0,G
"(0.65, 1.0, 0.15)",0.65,1.0,0.15,34,392.0,G
"(0.65, 1.0, 0.2)",0.65,1.0,0.2,34,392.0,G
"(0.65, 1.0, 0.25)",0.65,1.0,0.25,34,392.0,G
"(0.65, 1.0, 0.3)",0.65,1.0,0.3,34,392.0,G
"(0.65, 1.0, 0.35)",0.65,1.0,0.35,34,392.0,G
"(0.65, 1.0, 0.4)",0.65,1.0,0.4,34,392.0,G
"(0.65, 1.0, 0.45)",0.65,1.0,0.45,34,392.0,G
"(0.65, 1.0, 0.5)",0.65,1.0,0.5,34,392.0,G
"(0.65, 1.0, 0.55)",0.65,1.0,0.55,34,392.0,G
"(0.65, 1.0, 0.6)",0.65,1.0,0.6,34,392.0,G
"(0.7, 1.0, 0.0)",0.7,1.0,0.0,34,392.0,G
"(0.7, 1.0, 0.05)",0.7,1.0,0.05,34,392.0,G
"(0.7, 1.0, 0.1)",0.7,1.0,0.1,34,392.0,G
"(0.7, 1.0, 0.15)",0.7,1.0,0.15,34,392.0,G
"(0.7, 1.0, 0.2)",0.7,1.0,0.2,34,392.0,G
"(0.7, 1.0, 0.25)",0.7,1.0,0.25,34,392.0,G
"(0.7, 1.0, 0.3)",0.7,1.0,0.3,34,392.0,G
"(0.7, 1.0, 0.35)",0.7,1.0,0.35,34,392.0,G
"(0.7, 1.0, 0.4)",0.7,1.0,0.4,34,392.0,G
"(0.7, 1.0, 0.45)",0.7,1.0,0.45,34,392.0,G
"(0.7, 1.0, 0.5)",0.7,1.0,0.5,34,392.0,G
"(0.7, 1.0, 0.55)",0.7,1.0,0.55,34,392.0,G
"(0.7, 1.0, 0.6)",0.7,1.0,0.6,34,392.0,G
"(0.7, 1.0, 0.65)",0.7,1.0,0.65,34,392.0,G
"(0.6, 1.0, 0.0)",0.6,1.0,0.0,35,415.3,G#/Ab
"(0.6, 1.0, 0.05)",0.6,1.0,0.05,35,415.3,G#/Ab
"(0.6, 1.0, 0.1)",0.6,1.0,0.1,35,415.3,G#/Ab
"(0.6, 1.0, 0.15)",0.6,1.0,0.15,35,415.3,G#/Ab
"(0.6, 1.0, 0.2)",0.6,1.0,0.2,35,415.3,G#/Ab
"(0.6, 1.0, 0.25)",0.6,1.0,0.25,35,415.3,G#/Ab
"(0.6, 1.0, 0.3)",0.6,1.0,0.3,35,415.3,G#/Ab
"(0.6, 1.0, 0.35)",0.6,1.0,0.35,35,415.3,G#/Ab
"(0.6, 1.0, 0.4)",0.6,1.0,0.4,35,415.3,G#/Ab
"(0.6, 1.0, 0.45)",0.6,1.0,0.45,35,415.3,G#/Ab
"(0.6, 1.0, 0.5)",0.6,1.0,0.5,35,415.3,G#/Ab
"(0.6, 1.0, 0.55)",0.6,1.0,0.55,35,415.3,G#/Ab
"(0.55, 1.0, 0.0)",0.55,1.0,0.0,36,440.0,A
"(0.55, 1.0, 0.05)",0.55,1.0,0.05,36,440.0,A
"(0.55, 1.0, 0.1)",0.55,1.0,0.1,36,440.0,A
"(0.55, 1.0, 0.15)",0.55,1.0,0.15,36,440.0,A
"(0.55, 1.0, 0.2)",0.55,1.0,0.2,36,440.0,A
"(0.55, 1.0, 0.25)",0.55,1.0,0.25,36,440.0,A
"(0.55, 1.0, 0.3)",0.55,1.0,0.3,36,440.0,A
"(0.55, 1.0, 0.35)",0.55,1.0,0.35,36,440.0,A
"(0.55, 1.0, 0.4)",0.55,1.0,0.4,36,440.0,A
"(0.55, 1.0, 0.45)",0.55,1.0,0.45,36,440.0,A
"(0.55, 1.0, 0.5)",0.55,1.0,0.5,36,440.0,A
"(0.45, 1.0, 0.0)",0.45,1.0,0.0,37,466.16,A#/Bb
"(0.45, 1.0, 0.05)",0.45,1.0,0.05,37,466.16,A#/Bb
"(0.45, 1.0, 0.1)",0.45,1.0,0.1,37,466.16,A#/Bb
"(0.45, 1.0, 0.15)",0.45,1.0,0.15,37,466.16,A#/Bb
"(0.45, 1.0, 0.2)",0.45,1.0,0.2,37,466.16,A#/Bb
"(0.45, 1.0, 0.25)",0.45,1.0,0.25,37,466.16,A#/Bb
"(0.45, 1.0, 0.3)",0.45,1.0,0.3,37,466.16,A#/Bb
"(0.45, 1.0, 0.35)",0.45,1.0,0.35,37,466.16,A#/Bb
"(0.45, 1.0, 0.4)",0.45,1.0,0.4,37,466.16,A#/Bb
"(0.5, 1.0, 0.0)",0.5,1.0,0.0,37,466.16,A#/Bb
"(0.5, 1.0, 0.05)",0.5,1.0,0.05,37,466.16,A#/Bb
"(0.5, 1.0, 0.1)",0.5,1.0,0.1,37,466.16,A#/Bb
"(0.5, 1.0, 0.15)",0.5,1.0,0.15,37,466.16,A#/Bb
"(0.5, 1.0, 0.2)",0.5,1.0,0.2,37,466.16,A#/Bb
"(0.5, 1.0, 0.25)",0.5,1.0,0.25,37,466.16,A#/Bb
"(0.5, 1.0, 0.3)",0.5,1.0,0.3,37,466.16,A#/Bb
"(0.5, 1.0, 0.35)",0.5,1.0,0.35,37,466.16,A#/Bb
"(0.5, 1.0, 0.4)",0.5,1.0,0.4,37,466.16,A#/Bb
"(0.5, 1.0, 0.45)",0.5,1.0,0.45,37,466.16,A#/Bb
"(0.4, 1.0, 0.0)",0.4,1.0,0.0,38,493.88,B
"(0.4, 1.0, 0.05)",0.4,1.0,0.05,38,493.88,B
"(0.4, 1.0, 0.1)",0.4,1.0,0.1,38,493.88,B
"(0.4, 1.0, 0.15)",0.4,1.0,0.15,38,493.88,B
"(0.4, 1.0, 0.2)",0.4,1.0,0.2,38,493.88,B
"(0.4, 1.0, 0.25)",0.4,1.0,0.25,38,493.88,B
"(0.4, 1.0, 0.3)",0.4,1.0,0.3,38,493.88,B
"(0.4, 1.0, 0.35)",0.4,1.0,0.35,38,493.88,B
"(0.35, 1.0, 0.0)",0.35,1.0,0.0,39,523.25,C
"(0.35, 1.0, 0.05)",0.35,1.0,0.05,39,523.25,C
"(0.35, 1.0, 0.1)",0.35,1.0,0.1,39,523.25,C
"(0.35, 1.0, 0.15)",0.35,1.0,0.15,39,523.25,C
"(0.35, 1.0, 0.2)",0.35,1.0,0.2,39,523.25,C
"(0.35, 1.0, 0.25)",0.35,1.0,0.25,39,523.25,C
"(0.35, 1.0, 0.3)",0.35,1.0,0.3,39,523.25,C
"(0.25, 1.0, 0.0)",0.25,1.0,0.0,40,554.37,C#/Db
"(0.25, 1.0, 0.05)",0.25,1.0,0.05,40,554.37,C#/Db
"(0.25, 1.0, 0.1)",0.25,1.0,0.1,40,554.37,C#/Db
"(0.25, 1.0, 0.15)",0.25,1.0,0.15,40,554.37,C#/Db
"(0.25, 1.0, 0.2)",0.25,1.0,0.2,40,554.37,C#/Db
"(0.3, 1.0, 0.0)",0.3,1.0,0.0,40,554.37,C#/Db
"(0.3, 1.0, 0.05)",0.3,1.0,0.05,40,554.37,C#/Db
"(0.3, 1.0, 0.1)",0.3,1.0,0.1,40,554.37,C#/Db
"(0.3, 1.0, 0.15)",0.3,1.0,0.15,40,554.37,C#/Db
"(0.3, 1.0, 0.2)",0.3,1.0,0.2,40,554.37,C#/Db
"(0.3, 1.0, 0.25)",0.3,1.0,0.25,40,554.37,C#/Db
"(0.2, 1.0, 0.0)",0.2,1.0,0.0,41,587.33,D
"(0.2, 1.0, 0.05)",0.2,1.0,0.05,41,587.33,D
"(0.2, 1.0, 0.1)",0.2,1.0,0.1,41,587.33,D
"(0.2, 1.0, 0.15)",0.2,1.0,0.15,41,587.33,D
"(0.15, 1.0, 0.0)",0.15,1.0,0.0,42,622.25,D#/Eb
"(0.15, 1.0, 0.05)",0.15,1.0,0.05,42,622.25,D#/Eb
"(0.15, 1.0, 0.1)",0.15,1.0,0.1,42,622.25,D#/Eb
"(0.05, 1.0, 0.0)",0.05,1.0,0.0,43,659.26,E
"(0.1, 1.0, 0.0)",0.1,1.0,0.0,43,659.26,E
"(0.1, 1.0, 0.05)",0.1,1.0,0.05,43,659.26,E
"(0.0, 1.0, 0.0)",0.0,1.0,0.0,44,698.46,F
"(0.0, 1.0, 0.05)",0.0,1.0,0.05,45,739.99,F#/Gb
"(0.0, 1.0, 0.1)",0.0,1.0,0.1,45,739.99,F#/Gb
"(0.05, 1.0, 0.05)",0.05,1.0,0.05,45,739.99,F#/Gb
"(0.05, 1.0, 0.1)",0.05,1.0,0.1,45,739.99,F#/Gb
"(0.1, 1.0, 0.1)",0.1,1.0,0.1,45,739.99,F#/Gb
"(0.0, 1.0, 0.15)",0.0,1.0,0.15,46,783.99,G
"(0.05, 1.0, 0.15)",0.05,1.0,0.15,46,783.99,G
"(0.1, 1.0, 0.15)",0.1,1.0,0.15,46,783.99,G
"(0.15, 1.0, 0.15)",0.15,1.0,0.15,46,783.99,G
"(0.0, 1.0, 0.2)",0.0,1.0,0.2,47,830.61,G#/Ab
"(0.05, 1.0, 0.2)",0.05,1.0,0.2,47,830.61,G#/Ab
"(0.1, 1.0, 0.2)",0.1,1.0,0.2,47,830.61,G#/Ab
"(0.15, 1.0, 0.2)",0.15,1.0,0.2,47,830.61,G#/Ab
"(0.2, 1.0, 0.2)",0.2,1.0,0.2,47,830.61,G#/Ab
"(0.0, 1.0, 0.25)",0.0,1.0,0.25,48,880.0,A
"(0.0, 1.0, 0.3)",0.0,1.0,0.3,48,880.0,A
"(0.05, 1.0, 0.25)",0.05,1.0,0.25,48,880.0,A
"(0.05, 1.0, 0.3)",0.05,1.0,0.3,48,880.0,A
"(0.1, 1.0, 0.25)",0.1,1.0,0.25,48,880.0,A
"(0.1, 1.0, 0.3)",0.1,1.0,0.3,48,880.0,A
"(0.15, 1.0, 0.25)",0.15,1.0,0.25,48,880.0,A
"(0.15, 1.0, 0.3)",0.15,1.0,0.3,48,880.0,A
"(0.2, 1.0, 0.25)",0.2,1.0,0.25,48,880.0,A
"(0.2, 1.0, 0.3)",0.2,1.0,0.3,48,880.0,A
"(0.25, 1.0, 0.25)",0.25,1.0,0.25,48,880.0,A
"(0.25, 1.0, 0.3)",0.25,1.0,0.3,48,880.0,A
"(0.3, 1.0, 0.3)",0.3,1.0,0.3,48,880.0,A
"(0.0, 1.0, 0.35)",0.0,1.0,0.35,49,932.33,A#/Bb
"(0.05, 1.0, 0.35)",0.05,1.0,0.35,49,932.33,A#/Bb
"(0.1, 1.0, 0.35)",0.1,1.0,0.35,49,932.33,A#/Bb
"(0.15, 1.0, 0.35)",0.15,1.0,0.35,49,932.33,A#/Bb
"(0.2, 1.0, 0.35)",0.2,1.0,0.35,49,932.33,A#/Bb
"(0.25, 1.0, 0.35)",0.25,1.0,0.35,49,932.33,A#/Bb
"(0.3, 1.0, 0.35)",0.3,1.0,0.35,49,932.33,A#/Bb
"(0.35, 1.0, 0.35)",0.35,1.0,0.35,49,932.33,A#/Bb
"(0.0, 1.0, 0.4)",0.0,1.0,0.4,50,987.77,B
"(0.05, 1.0, 0.4)",0.05,1.0,0.4,50,987.77,B
"(0.1, 1.0, 0.4)",0.1,1.0,0.4,50,987.77,B
"(0.15, 1.0, 0.4)",0.15,1.0,0.4,50,987.77,B
"(0.2, 1.0, 0.4)",0.2,1.0,0.4,50,987.77,B
"(0.25, 1.0, 0.4)",0.25,1.0,0.4,50,987.77,B
"(0.3, 1.0, 0.4)",0.3,1.0,0.4,50,987.77,B
"(0.35, 1.0, 0.4)",0.35,1.0,0.4,50,987.77,B
"(0.4, 1.0, 0.4)",0.4,1.0,0.4,50,987.77,B
"(0.0, 1.0, 0.45)",0.0,1.0,0.45,51,1046.5,C
"(0.0, 1.0, 0.5)",0.0,1.0,0.5,51,1046.5,C
"(0.05, 1.0, 0.45)",0.05,1.0,0.45,51,1046.5,C
"(0.05, 1.0, 0.5)",0.05,1.0,0.5,51,1046.5,C
"(0.1, 1.0, 0.45)",0.1,1.0,0.45,51,1046.5,C
"(0.1, 1.0, 0.5)",0.1,1.0,0.5,51,1046.5,C
"(0.15, 1.0, 0.45)",0.15,1.0,0.45,51,1046.5,C
"(0.15, 1.0, 0.5)",0.15,1.0,0.5,51,1046.5,C
"(0.2, 1.0, 0.45)",0.2,1.0,0.45,51,1046.5,C
"(0.2, 1.0, 0.5)",0.2,1.0,0.5,51,1046.5,C
"(0.25, 1.0, 0.45)",0.25,1.0,0.45,51,1046.5,C
"(0.25, 1.0, 0.5)",0.25,1.0,0.5,51,1046.5,C
"(0.3, 1.0, 0.45)",0.3,1.0,0.45,51,1046.5,C
"(0.3, 1.0, 0.5)",0.3,1.0,0.5,51,1046.5,C
"(0.35, 1.0, 0.45)",0.35,1.0,0.45,51,1046.5,C
"(0.35, 1.0, 0.5)",0.35,1.0,0.5,51,1046.5,C
"(0.4, 1.0, 0.45)",0.4,1.0,0.45,51,1046.5,C
"(0.4, 1.0, 0.5)",0.4,1.0,0.5,51,1046.5,C
"(0.45, 1.0, 0.45)",0.45,1.0,0.45,51,1046.5,C
"(0.45, 1.0, 0.5)",0.45,1.0,0.5,51,1046.5,C
"(0.5, 1.0, 0.5)",0.5,1.0,0.5,51,1046.5,C
"(0.0, 1.0, 0.55)",0.0,1.0,0.55,52,1108.73,C#/Db
"(0.05, 1.0, 0.55)",0.05,1.0,0.55,52,1108.73,C#/Db
"(0.1, 1.0, 0.55)",0.1,1.0,0.55,52,1108.73,C#/Db
"(0.15, 1.0, 0.55)",0.15,1.0,0.55,52,1108.73,C#/Db
"(0.2, 1.0, 0.55)",0.2,1.0,0.55,52,1108.73,C#/Db
"(0.25, 1.0, 0.55)",0.25,1.0,0.55,52,1108.73,C#/Db
"(0.3, 1.0, 0.55)",0.3,1.0,0.55,52,1108.73,C#/Db
"(0.35, 1.0, 0.55)",0.35,1.0,0.55,52,1108.73,C#/Db
"(0.4, 1.0, 0.55)",0.4,1.0,0.55,52,1108.73,C#/Db
"(0.45, 1.0, 0.55)",0.45,1.0,0.55,52,1108.73,C#/Db
"(0.5, 1.0, 0.55)",0.5,1.0,0.55,52,1108.73,C#/Db
"(0.55, 1.0, 0.55)",0.55,1.0,0.55,52,1108.73,C#/Db
"(0.0, 1.0, 0.6)",0.0,1.0,0.6,53,1174.66,D
"(0.05, 1.0, 0.6)",0.05,1.0,0.6,53,1174.66,D
"(0.1, 1.0, 0.6)",0.1,1.0,0.6,53,1174.66,D
"(0.15, 1.0, 0.6)",0.15,1.0,0.6,53,1174.66,D
"(0.2, 1.0, 0.6)",0.2,1.0,0.6,53,1174.66,D
"(0.25, 1.0, 0.6)",0.25,1.0,0.6,53,1174.66,D
